# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Nov 21 15:02:51 2020
#
# CONSTRAINT:  where (pl_facility like 'Transiting Exoplanet Survey Satellite (TESS)')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
TOI-421,b,TOI-421 b,Transit,0,2,5.19672000,0.00049000,-0.00049000,0,0.056000,0.001800,-0.001800,0,0.163000,0.082000,-0.071000,0,85.680,0.360,-0.460,0,0.02256,0.00208,-0.00208,0,Mass,0.239,0.017,-0.016,0,2.05000,0.52000,-0.41000,0,0,0,0,0,05h27m24.83s,81.853458,-14d16m37.05s,-14.276958,74.94,0.58,-0.58,0,74.96,0.20,-0.20,0,,,,,9.778,,0,5325.00,78.00,-58.00,0,0.85,0.03,-0.02,0,0.87,0.01,-0.01,0,2020-10-08,Transiting Exoplanet Survey Satellite (TESS)
TOI-421,c,TOI-421 c,Transit,0,2,16.06819000,0.00035000,-0.00035000,0,0.118900,0.003900,-0.003900,0,0.152000,0.042000,-0.042000,0,88.353,0.078,-0.084,0,0.05166,0.00334,-0.00327,0,Mass,0.454,0.014,-0.013,0,0.68500,0.08000,-0.07200,0,0,0,0,0,05h27m24.83s,81.853458,-14d16m37.05s,-14.276958,74.94,0.58,-0.58,0,74.96,0.20,-0.20,0,,,,,9.778,,0,5325.00,78.00,-58.00,0,0.85,0.03,-0.02,0,0.87,0.01,-0.01,0,2020-10-08,Transiting Exoplanet Survey Satellite (TESS)
TOI-540,b,TOI-540 b,Transit,0,1,1.23914910,0.00000170,-0.00000170,0,0.012230,0.000360,-0.000360,0,0.000000,,,0,86.800,0.280,-0.280,0,,,,0,,0.081,0.005,-0.005,0,,,,0,0,0,0,0,05h05m14.4s,76.310000,-47d56m15.5s,-47.937639,14.01,0.01,-0.01,0,14.01,0.01,-0.01,0,14.492,0.030,0,V (Johnson),12.894,,0,3216.00,83.00,-83.00,0,0.16,0.01,-0.01,0,0.19,0.01,-0.01,0,2020-10-08,Transiting Exoplanet Survey Satellite (TESS)
TOI-677,b,TOI-677 b,Transit,0,1,11.23660000,0.00011000,-0.00011000,0,0.103800,0.001700,-0.001700,0,0.435000,0.024000,-0.024000,0,87.630,0.110,-0.100,0,1.23600,0.06900,-0.06700,0,Mass,1.170,0.030,-0.030,0,,,,,0,0,0,0,09h36m28.65s,144.119375,-50d27m47.14s,-50.463094,142.39,0.62,-0.62,0,142.39,0.62,-0.62,0,9.800,,0,V (Johnson),9.661,,0,6295.00,77.00,-77.00,0,1.18,0.06,-0.06,0,1.28,0.03,-0.03,0,2020-05-07,Transiting Exoplanet Survey Satellite (TESS)
TOI-700,b,TOI-700 b,Transit,0,3,9.97702000,0.00024000,-0.00028000,0,0.067700,0.001100,-0.001100,0,0.081000,0.095000,-0.058000,0,89.660,0.240,-0.290,0,,,,0,,0.093,0.006,-0.006,0,,,,0,0,0,0,1,06h28m23.229s,97.096788,-65d34m45.522s,-65.579312,31.07,0.04,-0.04,0,31.15,0.02,-0.02,0,13.072,0.012,0,V (Johnson),12.066,,0,3461.00,66.00,-66.00,0,0.41,0.02,-0.02,0,0.42,0.02,-0.02,0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS)
TOI-700,c,TOI-700 c,Transit,0,3,16.05111000,0.00006200,-0.00006300,0,0.092900,0.001500,-0.001500,0,0.078000,0.075000,-0.056000,0,88.868,0.083,-0.100,0,,,,0,,0.236,0.014,-0.013,0,,,,0,0,0,0,1,06h28m23.229s,97.096788,-65d34m45.522s,-65.579312,31.07,0.04,-0.04,0,31.15,0.02,-0.02,0,13.072,0.012,0,V (Johnson),12.066,,0,3461.00,66.00,-66.00,0,0.41,0.02,-0.02,0,0.42,0.02,-0.02,0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS)
TOI-700,d,TOI-700 d,Transit,0,3,37.42475000,0.00036000,-0.00040000,0,0.163300,0.002600,-0.002700,0,0.111000,0.140000,-0.078000,0,89.790,0.140,-0.120,0,,,,0,,0.102,0.006,-0.005,0,,,,0,0,0,0,1,06h28m23.229s,97.096788,-65d34m45.522s,-65.579312,31.07,0.04,-0.04,0,31.15,0.02,-0.02,0,13.072,0.012,0,V (Johnson),12.066,,0,3461.00,66.00,-66.00,0,0.41,0.02,-0.02,0,0.42,0.02,-0.02,0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS)
TOI-763,b,TOI-763 b,Transit,0,2,5.60570000,0.00130000,-0.00130000,0,0.060000,0.000600,-0.000600,0,0.040000,0.040000,-0.030000,0,,,,0,0.03080,0.00245,-0.00245,0,Mass,0.203,0.010,-0.010,0,4.51000,0.83000,-0.66000,0,0,0,0,0,12h57m52.45s,194.468542,-39d45m27.71s,-39.757697,95.39,0.45,-0.45,0,95.39,0.45,-0.45,0,10.156,0.041,0,V (Johnson),9.999,,0,5450.00,60.00,-60.00,0,0.92,0.03,-0.03,0,0.90,0.01,-0.01,0,2020-09-24,Transiting Exoplanet Survey Satellite (TESS)
TOI-763,c,TOI-763 c,Transit,0,2,12.27370000,0.00530000,-0.00770000,0,0.101100,0.001000,-0.001000,0,0.040000,0.040000,-0.030000,0,,,,0,0.02932,0.00321,-0.00321,0,Mass,0.235,0.011,-0.011,0,2.82000,0.54000,-0.47000,0,0,0,0,0,12h57m52.45s,194.468542,-39d45m27.71s,-39.757697,95.39,0.45,-0.45,0,95.39,0.45,-0.45,0,10.156,0.041,0,V (Johnson),9.999,,0,5450.00,60.00,-60.00,0,0.92,0.03,-0.03,0,0.90,0.01,-0.01,0,2020-09-24,Transiting Exoplanet Survey Satellite (TESS)
TOI-813,b,TOI-813 b,Transit,0,1,83.89110000,0.00270000,-0.00310000,0,0.423000,0.031000,-0.037000,0,0.000000,,,0,89.640,0.240,-0.270,0,,,,,,0.599,0.034,-0.034,0,,,,,0,0,0,0,04h50m46.57s,72.694042,-60d54m19.62s,-60.905450,265.15,1.58,-1.58,0,265.15,1.58,-1.58,0,10.322,0.014,0,V (Johnson),10.235,,0,5907.00,150.00,-150.00,0,1.32,0.06,-0.06,0,1.94,0.10,-0.10,0,2020-01-30,Transiting Exoplanet Survey Satellite (TESS)
TOI-824,b,TOI-824 b,Transit,0,1,1.39297800,0.00001800,-0.00001700,0,0.021770,0.000320,-0.000320,0,,,,0,83.650,0.390,-0.380,0,0.05810,0.00580,-0.00590,0,Mass,0.261,0.018,-0.017,0,4.03000,0.98000,-0.78000,0,0,0,0,0,14h48m39.71s,222.165458,-57d35m19.92s,-57.588867,63.71,0.20,-0.20,0,64.04,0.14,-0.14,0,11.153,0.008,0,V (Johnson),10.762,,0,4600.00,110.00,-100.00,0,0.71,0.03,-0.03,0,0.69,0.03,-0.03,0,2020-09-24,Transiting Exoplanet Survey Satellite (TESS)
TOI-837,b,TOI-837 b,Transit,0,1,8.32487620,0.00001570,-0.00001570,0,,,,0,0.000000,,,0,,,,0,1.20000,,,1,Msini,0.770,0.090,-0.090,0,,,,0,0,0,0,0,10h28m08.95s,157.037292,-64d30m18.76s,-64.505211,143.08,0.46,-0.46,0,143.08,0.46,-0.46,0,10.635,0.020,0,V (Johnson),10.356,,0,6047.00,162.00,-162.00,0,1.12,0.06,-0.06,0,1.02,0.08,-0.08,0,2020-10-22,Transiting Exoplanet Survey Satellite (TESS)
TOI-849,b,TOI-849 b,Transit,0,1,0.76552414,0.00000262,-0.00000279,0,0.015980,0.000130,-0.000140,0,0.000000,0.000000,0.000000,0,86.800,2.100,-2.400,0,0.12299,0.00837,-0.00802,0,Mass,0.307,0.014,-0.010,0,5.20000,0.70000,-0.80000,0,0,0,0,0,01h54m51.7910s,28.715796,-29d25m18.1508s,-29.421709,224.90,5.90,-5.50,0,227.21,1.57,-1.57,0,11.980,,0,V (Johnson),12.064,,0,5373.80,42.50,-41.20,0,0.93,0.02,-0.02,0,0.92,0.03,-0.02,0,2020-07-09,Transiting Exoplanet Survey Satellite (TESS)
TOI-954,b,TOI-954 b,Transit,0,1,3.68497290,0.00000270,-0.00000280,0,0.049630,0.000890,-0.000900,0,0.140000,0.180000,-0.110000,0,84.400,2.500,-0.600,0,0.17400,0.01800,-0.01700,0,Mass,0.852,0.053,-0.062,0,0.35000,0.10000,-0.07000,0,0,0,0,0,04h07m45.854s,61.941058,-25d12m31.69s,-25.208803,235.74,2.56,-2.56,0,240.41,1.90,-1.90,0,10.343,0.005,0,V (Johnson),10.232,,0,5710.00,53.00,-49.00,0,1.20,0.07,-0.06,0,1.89,0.08,-0.08,0,2020-11-19,Transiting Exoplanet Survey Satellite (TESS)
WASP-126,c,WASP-126 c,Transit Timing Variations,0,2,7.63000000,0.17000000,-0.17000000,0,,,,,0.050000,,,1,85.500,,,1,0.20199,0.07740,-0.07740,0,Mass,,,,,,,,,0,0,0,0,04h13m29.73s,63.373865,-69d13m36.5s,-69.226807,234.00,15.00,-15.00,0,217.89,0.94,-0.94,0,10.800,0.500,0,V (Johnson),11.066,,0,5800.00,,,0,1.12,,,0,1.27,,,0,2019-12-05,Transiting Exoplanet Survey Satellite (TESS)
WASP-18,c,WASP-18 c,Transit Timing Variations,0,2,2.15580000,0.00640000,-0.00640000,0,0.035000,,,0,0.015000,,,1,,,,,0.17368,0.03870,-0.03870,0,Mass,,,,,,,,,0,0,0,0,01h37m25.03s,24.354311,-45d40m40.4s,-45.677887,123.92,0.37,-0.37,0,123.92,0.37,-0.37,0,9.303,0.018,0,V (Johnson),9.166,,0,6400.00,,,0,1.22,,,0,1.23,,,0,2019-12-05,Transiting Exoplanet Survey Satellite (TESS)
WD 1856+534,b,WD 1856+534 b,Transit,0,1,1.40794050,0.00000110,-0.00000110,0,0.020400,0.001200,-0.001200,0,0.000000,,,0,88.778,0.059,-0.059,0,13.80000,,,1,Mass,0.928,0.089,-0.089,0,,,,0,0,0,0,1,18h57m39.34s,284.413917,+53d30m33.3s,53.509250,24.75,0.04,-0.04,0,24.75,0.04,-0.04,0,,,,,16.958,,0,4710.00,60.00,-60.00,0,0.52,0.06,-0.06,0,0.01,0.00,0.00,0,2020-09-16,Transiting Exoplanet Survey Satellite (TESS)
HD 39091,c,pi Men c,Transit,0,2,6.26790000,0.00046000,-0.00046000,0,0.068390,0.000500,-0.000500,0,0.000000,,,0,87.456,0.085,-0.076,0,0.01517,0.00264,-0.00271,0,Mass,0.182,0.004,-0.004,0,2.97000,0.57000,-0.55000,0,0,0,0,1,05h37m09.89s,84.291214,-80d28m08.8s,-80.469124,18.28,0.02,-0.02,0,18.28,0.02,-0.02,0,5.670,,0,V (Johnson),5.491,,0,6037.00,45.00,-45.00,0,1.09,0.04,-0.04,0,1.10,0.02,-0.02,0,2018-11-15,Transiting Exoplanet Survey Satellite (TESS)
